股票代码,股票简称,现价(元),涨跌幅(%),所属同花顺行业,所属概念,动态市盈率2018.12.13,所属概念数量(个),a股流通市值 (元)2018.12.13,dde大单净额(元)2018.12.13,小单净额(元)2018.12.13,中单净额(元)2018.12.13,特大单净额(元)2018.12.13,小单买入金额(元)2018.12.13,小单卖出金额(元)2018.12.13,中单买入金额(元)2018.12.13,中单卖出金额(元)2018.12.13,dde大单买入金额(元)2018.12.13,dde大单卖出金额(元)2018.12.13,特大单买入金额(元)2018.12.13,特大单卖出金额(元)2018.12.13,特大单净比(%)2018.12.13
002407.SZ,多氟多,12.85,-1.83,化工-化学制品-氟化工及制冷剂,制冷剂;MSCI潜力股;中原经济区;小额贷款;氟化工;涉矿;新能源;融资融券;深股通;电解液;转融券标的;锂电制造;新能源汽车;氢氟酸;锂电池;特斯拉;独角兽概念;创投,40.19,18.,6977269188.95,-17210212.10,19448443.00,-2238231.00,-11208931.10,107473618.00,88025174.90,94013185.00,96251416.00,54169112.50,71379324.60,17097416.50,28306347.60,-4.38
002915.SZ,中欣氟材,24.55,0.82,化工-化学制品-氟化工及制冷剂,--,80.17,0.,831815375.00,-1076718.00,256522.00,820196.00,0.00,16440597.60,16184075.60,8702999.50,7882803.50,2945720.50,4022438.50,0.00,0.00,0.00
600160.SH,巨化股份,7.16,0.99,化工-化学制品-氟化工及制冷剂,埃博拉概念;低碳;互联网平台;磷化工;人工降雨;类稀土;MSCI潜力股;三氯甲烷;碳交易;融资融券;转融券标的;氟化工;萤石;浙江国资改革;地方国资改革;制冷剂;沪股通,8.92,17.,19034287608.12,3243501.60,-8885086.00,5641584.00,-1439404.70,29537458.10,38422543.70,42866943.00,37225359.00,22368003.10,19124501.50,1075882.30,2515287.00,-1.52
600636.SH,三爱富,11.71,0.34,化工-化学制品-氟化工及制冷剂,新材料概念;军工;三氯甲烷;在线教育;低碳;氟化工;股权转让;职业教育;央企国资改革;制冷剂,7.22,10.,5233689707.55,-316131.00,-2116539.80,2432670.80,0.00,10589355.20,12705895.00,12975194.50,10542523.70,456423.00,772554.00,0.00,0.00,0.00
002054.SZ,德美化工,6.11,-2.40,化工-化学制品-纺织化学用品,参股新三板;参股券商;佛山金改;国资驰援;壳资源;创投,52.01,6.,1907501790.09,-11727598.00,22064987.00,-10337389.00,-816296.30,84037084.90,61972097.90,50732321.00,61069710.00,31709345.10,43436943.10,12958433.80,13774730.10,-0.49
002440.SZ,闰土股份,9.29,1.42,化工-化学制品-纺织化学用品,融资融券;深股通;转融券标的;分散染料;双氧水;送转填权,7.89,6.,8580260350.40,4349566.60,-1860308.00,-2489258.40,6468383.30,26808274.10,28668582.30,21106341.80,23595600.20,19642287.30,15292720.70,9239864.30,2771481.00,9.57
300067.SZ,安诺其,5.31,0.95,化工-化学制品-纺织化学用品,PPP概念;污水处理;电子商务;分散染料,22.68,4.,2677406909.67,651692.70,-1520199.90,868507.20,1587366.30,10055295.40,11575495.30,12410463.00,11541955.80,9103736.80,8452044.10,3041098.30,1453732.00,5.03
300535.SZ,达威股份,13.01,0.08,化工-化学制品-纺织化学用品,--,28.75,0.,688551283.72,-1696286.66,1068015.40,628271.30,481732.34,11409575.16,10341559.80,10662941.20,10034669.90,2114308.34,3810595.00,1307124.34,825392.00,1.99
300727.SZ,润禾材料,19.67,0.05,化工-化学制品-纺织化学用品,有机硅,33.84,1.,626169862.50,102566.20,35446.10,-138012.30,0.00,10567121.80,10531675.70,7490530.80,7628543.10,1062100.20,959534.00,0.00,0.00,0.00
600352.SH,浙江龙盛,9.44,2.17,化工-化学制品-纺织化学用品,MSCI概念;生物医药;网约车;融资融券;沪股通;转融券标的;分散染料,7.25,7.,30711452758.40,60908966.00,-38102235.00,-22806731.00,38645666.00,88294603.00,126396838.00,120426736.00,143233467.00,157278074.00,96369108.00,65952786.00,27307120.00,10.56
603188.SH,亚邦股份,8.18,-0.24,化工-化学制品-纺织化学用品,分散染料;摘帽;沪股通,12.89,3.,4711680000.00,-3152593.00,1323113.00,1829479.70,-1068728.00,22361482.30,21038369.00,19075387.70,17245908.00,4037987.00,7190580.00,0.00,1068728.00,-2.35
603790.SH,雅运股份,21.68,-0.69,化工-化学制品-纺织化学用品,分散染料;涤纶;新股与次新股,22.14,3.,797824000.00,-3178923.10,4689001.00,-1510078.00,0.00,48417518.10,43728517.00,37869817.00,39379895.00,2998513.00,6177436.10,0.00,0.00,0.00
603980.SH,吉华集团,12.60,1.53,化工-化学制品-纺织化学用品,分散染料,8.59,1.,3094976908.80,-4019047.02,237470.00,3781577.00,0.00,13798275.62,13560805.60,12452542.00,8670965.00,0.00,4019047.02,0.00,0.00,0.00
000731.SZ,四川美丰,5.30,0.95,化工-化学制品-氮肥,尾气治理;农村电商;天然气;成渝特区;融资融券;两桶油改革;转融券标的;乡村振兴;尿素;车用尿素;三聚氰胺;央企国资改革;互联网+,11.04,13.,3134867065.60,827016.00,-42409.00,-784607.00,0.00,10206829.50,10249238.50,11708892.10,12493499.10,2458373.00,1631357.00,0.00,0.00,0.00
000830.SZ,鲁西化工,11.16,2.57,化工-化学制品-氮肥,三氯甲烷;甲醇;磷化工;抗旱;融资融券;生态农业;深股通;转融券标的;聚碳酸酯;乡村振兴;有机硅;尿素;地方国资改革;证金持股;煤化工;化肥,5.21,16.,16337992549.32,44070369.00,-22619050.00,-21451319.00,27985531.00,81983624.00,104602674.00,148430530.00,169881849.00,141850111.00,97779742.00,51433632.00,23448101.00,7.52
000912.SZ,*ST天化,--,--,化工-化学制品-氮肥,煤头尿素;磷化工;ST板块;尿素;高送转;机构重仓;煤化工;化肥;甲醇,21.11,9.,10646720000.00,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--
000953.SZ,ST河化,3.98,-1.49,化工-化学制品-氮肥,ST板块;东盟北部湾;硫磺;尿素;壳资源,-8.99,5.,1170356559.26,-4022740.00,1304866.00,2717874.00,-794500.00,4527507.80,3222641.80,6670133.00,3952259.00,657340.00,4680080.00,0.00,794500.00,-6.70
002556.SZ,辉隆股份,4.96,0.00,化工-化学制品-氮肥,农业信息化;融资租赁;农信社改革;供销社改革;农村电商;土地增值;家庭农场;聚土地概念;融资融券;转融券标的;电子商务;土地流转;乡村振兴;化肥;农垦改革,19.16,15.,3468212777.12,-4157252.00,3700901.70,456350.30,386957.00,12896497.80,9195596.10,16528424.00,16072073.70,8553970.30,12711222.30,1887104.00,1500147.00,1.02
600423.SH,*ST柳化,--,--,化工-化学制品-氮肥,低碳;煤头尿素;东盟北部湾;ST板块;甲醇;脱硫脱硝;双氧水;尿素;硝酸钠;硝酸;地方国资改革;煤化工;高送转;送转填权,-17.20,14.,1928848487.79,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--
600426.SH,华鲁恒升,13.12,2.82,化工-化学制品-氮肥,磷化工;煤头尿素;低碳;甲醇;融资融券;沪股通;转融券标的;乙二醇;己二酸;尿素;醋酸;证金持股;煤化工,6.29,13.,21182633704.96,19567247.40,-10434060.00,-9133187.00,5824656.40,84718084.00,95152144.40,100240021.00,109373208.00,72654399.40,53087152.00,15925091.40,10100435.00,2.26
600691.SH,阳煤化工,2.59,1.17,化工-化学制品-氮肥,参股民营银行;煤头尿素;乙二醇;尿素;正丁醇;环己酮;山西国资改革;地方国资改革;煤化工;化肥;甲醇,31.20,11.,4549052446.54,2953013.30,-949651.50,-2003361.80,1399140.40,2017932.80,2967584.30,4972629.70,6975991.50,5814273.30,2861260.00,2647860.40,1248720.00,10.93
002165.SZ,红宝丽,3.90,0.78,化工-化工新材料-聚氨酯,绿色建筑;岩棉;建筑节能;分离膜;高性能膜;新材料概念;正极材料;锂电池;环氧丙烷;壳资源,71.78,10.,2056734603.30,-580842.04,-363427.80,944269.80,-1028766.04,3366842.24,3730270.00,5890231.00,4945961.20,1684271.00,2265113.04,0.00,1028766.04,-9.40
002408.SZ,齐翔腾达,8.00,0.00,化工-化工新材料-聚氨酯,可降解塑料;融资融券;深股通;转融券标的;丁二烯;MTBE;白马股;甲乙酮;油品升级;并购重组,15.28,10.,13952413256.00,17171248.00,12506345.00,-29677593.00,14426313.00,67628542.00,55122197.00,63853321.00,93530914.00,87108919.00,69937671.00,45086745.00,30660432.00,6.60
300200.SZ,高盟新材,8.02,4.16,化工-化工新材料-聚氨酯,轨道交通;高铁,23.54,2.,1630586235.84,830274.00,-2654007.00,1823733.60,0.00,13958474.70,16612482.30,8808715.00,6984981.40,2110801.00,1280527.00,0.00,0.00,0.00
600230.SH,沧州大化,18.77,1.13,化工-化工新材料-聚氨酯,雄安新区;融资融券;沪股通;转融券标的;硝酸;尿素;TDI;三聚氰胺;央企国资改革;股权转让,5.64,10.,7730677932.54,4630567.50,-1445432.00,-3185135.00,-2263916.00,48776511.90,50221944.40,61974924.00,65160059.00,24308186.10,19677618.60,1162500.00,3426416.00,-1.68
600309.SH,万华化学,32.10,3.12,化工-化工新材料-聚氨酯,国开行;岩棉;绿色建筑;己二酸;低碳;环渤海;融资融券;聚碳酸酯;沪股通;建筑节能;转融券标的;新材料概念;TDI;MDI;环氧丙烷;乙烯;山东国资改革;地方国资改革;外汇局持股;证金持股;白马股,7.30,21.,87761810880.00,54490105.00,-55293540.00,803430.00,46185748.00,250225142.00,305518677.00,442158320.00,441354890.00,486121288.00,431631183.00,165127921.00,118942173.00,3.92
603026.SH,石大胜华,20.27,2.58,化工-化工新材料-聚氨酯,高校;电解液;锂电池;氢燃料电池,18.14,4.,4108323600.00,12499775.00,-8619613.00,-3880162.00,-1152729.00,26373818.00,34993431.00,55175521.00,59055683.00,25609099.80,13109324.80,3276301.00,4429030.00,-1.08
603041.SH,美思德,15.34,0.26,化工-化工新材料-聚氨酯,--,37.01,0.,713693500.00,0.00,174365.00,-174364.98,0.00,4989347.58,4814982.60,1570148.00,1744512.98,0.00,0.00,0.00,0.00,0.00
603192.SH,汇得科技,30.50,-0.55,化工-化工新材料-聚氨酯,新股与次新股,26.70,1.,813333343.50,-3974470.40,6985099.00,-3010629.50,0.00,38243478.40,31258378.50,27427007.50,30437637.00,2914761.00,6889231.40,0.00,0.00,0.00
603330.SH,上海天洋,21.23,0.43,化工-化工新材料-聚氨酯,参股新三板;环保包装;太阳能;高送转预期,39.55,4.,669244011.15,-512229.00,513906.70,-1677.70,0.00,7973706.20,7459799.50,4399663.70,4401341.40,409536.00,921765.00,0.00,0.00,0.00
002080.SZ,中材科技,8.39,0.24,化工-化工新材料-玻纤,污水处理;油改气;玻璃纤维;节能环保;新能源;深股通;锂电池;锂电隔膜;新材料概念;央企国资改革;风电;中材系,10.89,12.,5369600000.00,2140231.40,1293988.00,-3434219.50,1094381.00,20176488.60,18882500.50,9377891.00,12812110.50,5446904.60,3306673.20,1736289.00,641908.00,3.13
002201.SZ,九鼎新材,6.76,-0.15,化工-化工新材料-玻纤,玻璃纤维;特种玻璃;航空航天;新材料概念;壳资源,226.67,5.,1550531810.36,-93788.00,295448.80,-201660.80,0.00,4108232.90,3812784.10,1929962.80,2131623.60,414348.00,508136.00,0.00,0.00,0.00
300196.SZ,长海股份,9.36,3.31,化工-化工新材料-玻纤,玻璃;玻璃纤维;保障房,15.31,3.,2445979273.92,4005347.00,-3664868.30,-340478.80,3561988.00,10855076.70,14519944.90,6131258.20,6471737.00,5915935.00,1910588.00,3561988.00,0.00,15.55
600176.SH,中国巨石,10.53,3.74,化工-化工新材料-玻纤,融资租赁;工业4.0;MSCI潜力股;新材料概念;玻璃纤维;融资融券;沪股通;一带一路;转融券标的;央企国资改革;中材系,14.46,11.,36879291119.97,70299752.00,-39342996.00,-30956756.00,53411985.00,72323354.00,111666350.00,108237133.00,139193889.00,160425089.00,90125337.00,73148791.00,19736806.00,15.66
603601.SH,再升科技,7.85,1.42,化工-化工新材料-玻纤,PM2.5;空气净化;节能环保,26.27,3.,4243802347.40,525828.00,173179.60,-699007.60,0.00,9098561.20,8925381.60,3575554.40,4274562.00,525828.00,0.00,0.00,0.00,0.00
000420.SZ,吉林化纤,1.96,1.03,化工-化工合成材料-粘胶,振兴东北;粘胶短纤;碳纤维;吉林国资改革;地方国资改革;一元股,22.63,6.,3259485927.04,1451579.00,-909117.80,-542461.20,2759757.00,2626192.60,3535310.40,6061371.00,6603832.20,6317937.00,4866358.00,4724800.00,1965043.00,18.39
000949.SZ,新乡化纤,2.77,0.36,化工-化工合成材料-粘胶,油价下调;氨纶;大豆;涤纶;粘胶短纤;地方国资改革,29.86,6.,3380008762.90,-664845.00,-562935.00,1227779.97,-546772.00,2393163.03,2956098.00,3843482.80,2615702.83,766127.00,1430972.00,0.00,546772.00,-7.81
002172.SZ,澳洋健康,3.92,0.51,化工-化工合成材料-粘胶,基因疗法;棉花种植;氨纶;健康中国;基因测序;粘胶短纤,91.51,6.,2722252196.72,-568856.00,701977.20,-133121.20,0.00,2659256.20,1957279.00,2386951.00,2520072.20,234808.00,803664.00,0.00,0.00,0.00
600889.SH,南京化纤,4.87,0.62,化工-化工合成材料-粘胶,氨纶;粘胶短纤;南京国资改革;江苏国资改革;地方国资改革,-15.82,5.,1495427408.21,662704.00,-697548.90,34844.90,0.00,3829883.50,4527432.40,2756076.90,2721232.00,662704.00,0.00,0.00,0.00,0.00
600063.SH,皖维高新,2.57,0.39,化工-化工合成材料-维纶,线型;大飞机;小额贷款;新材料概念;参股券商;金改;融资融券;转融券标的;电石;安徽国资改革;地方国资改革,26.89,11.,4949549358.44,1055551.39,-333820.60,-721730.80,525804.00,3527326.01,3861146.60,5635656.40,6357387.20,2839209.00,1783657.61,525804.00,0.00,4.38
002068.SZ,黑猫股份,6.66,1.37,化工-化工合成材料-炭黑,绿色轮胎;鄱阳湖经济区;深股通;新材料概念;节能环保;地方国资改革;炭黑,8.26,7.,4042616476.86,1386147.80,-1598387.00,212238.90,0.00,13548775.10,15147161.80,11966983.70,11754744.80,6118589.30,4732441.50,0.00,0.00,0.00
002442.SZ,龙星化工,8.52,0.24,化工-化工合成材料-炭黑,新能源;储能;绿色轮胎;光伏概念;明星参股概念;京津冀一体化;炭素;充电桩;脱硫脱硝;白炭黑;股权转让;新能源汽车;炭黑,31.29,13.,4085785170.00,-468318.00,-921134.10,1389452.10,0.00,10149159.70,11070293.80,11638112.10,10248660.00,2862166.00,3330484.00,0.00,0.00,0.00
002753.SZ,永东股份,9.83,0.92,化工-化工合成材料-炭黑,白马股;石墨电极;煤化工;炭黑,10.74,4.,1953723617.73,99352.00,-827053.10,727701.10,0.00,5071119.80,5898172.90,2435581.60,1707880.50,311680.00,212328.00,0.00,0.00,0.00
002224.SZ,三力士,5.98,0.00,化工-化工合成材料-其他橡胶制品,军民融合;新能源汽车;橡胶;潜水运动;海工装备;高端装备;体育产业;量子通信;军工,31.77,9.,2789564740.04,-1685967.00,2042145.50,-356178.50,-18646.00,13417651.50,11375506.00,10025160.50,10381339.00,2544648.00,4230615.00,573354.00,592000.00,-0.07
002381.SZ,双箭股份,7.15,1.28,化工-化工合成材料-其他橡胶制品,养老地产;两会;绿色轮胎;丁二烯;兜底增持;养老概念,19.10,6.,1661309149.50,2536299.00,-2385578.20,-150720.80,516983.00,6441638.10,8827216.30,4585417.00,4736137.80,3305087.00,768788.00,516983.00,0.00,3.61
300121.SZ,阳谷华泰,9.51,0.85,化工-化工合成材料-其他橡胶制品,丁二烯;APEC会议;新材料概念;橡胶,8.48,4.,3392539636.26,-1620580.00,1148992.00,471587.80,869662.00,14732376.10,13583383.90,10435505.80,9963918.00,1838818.00,3459398.00,869662.00,0.00,3.22
300320.SZ,海达股份,5.14,10.06,化工-化工合成材料-其他橡胶制品,轨道交通;汽车制造概念;高端装备;特斯拉,18.99,4.,2328202033.16,26898922.20,-16561235.20,-10337687.30,26606076.60,8990555.80,25551790.70,16836300.40,27173987.70,47381059.50,20482137.30,31867175.00,5261098.40,36.34
300587.SZ,天铁股份,16.34,2.32,化工-化工合成材料-其他橡胶制品,铁路基建;轨道交通;高铁,30.91,3.,687609683.84,-56254.00,-3687731.00,3743985.30,1226785.40,13574949.90,17262681.20,13435174.30,9691189.00,4962242.40,5018496.40,2804780.40,1577995.00,3.84
603033.SH,三维股份,19.41,-2.85,化工-化工合成材料-其他橡胶制品,轨道交通;高铁;并购重组,25.61,3.,1073373000.00,0.00,-421800.80,421800.80,0.00,6794235.60,7216036.40,1873772.00,1451971.20,0.00,0.00,0.00,0.00,0.00
603650.SH,彤程新材,20.49,-0.78,化工-化工合成材料-其他橡胶制品,新股与次新股;新材料概念;石墨烯;沪股通,27.92,4.,1204812000.00,-2532862.50,8147261.00,-5614399.00,25352.00,45577336.00,37430074.50,31075592.00,36689991.00,5397382.50,7930245.00,1029852.00,1004500.00,0.03
000782.SZ,美达股份,4.66,-2.10,化工-化工合成材料-其他纤维,智能医疗;股权转让;锦纶,47.87,3.,2079837080.20,3576277.60,2163573.00,-5739850.60,2777767.00,12802952.90,10639379.90,7327577.60,13067428.20,5883724.60,2307447.00,2777767.00,0.00,10.68
300384.SZ,三联虹普,13.25,0.23,化工-化工合成材料-其他纤维,高端装备;大数据;互联网+;送转填权;互联网金融;锦纶,28.42,6.,2409783621.50,-1992290.20,2712885.00,-720594.80,-552440.00,16960325.30,14247440.30,12017640.70,12738235.50,3095455.80,5087746.00,531600.00,1084040.00,-1.72
300699.SZ,光威复材,38.17,-0.08,化工-化工合成材料-其他纤维,新材料概念;航空航天;碳纤维;深股通;白马股;军民融合;军工,33.92,7.,8770213489.62,-630021.40,1091848.00,-461826.40,-127664.50,24669239.00,23577391.20,16485468.60,16947295.00,7586832.50,8216853.90,2353110.50,2480775.00,-0.26
600810.SH,神马股份,11.70,1.83,化工-化工合成材料-其他纤维,循环经济;粗苯;PA66;河南国资改革;地方国资改革;锦纶,6.87,6.,5174676000.00,11465997.10,-10455889.00,-1010108.00,2682523.00,48351367.90,58807257.00,57673428.00,58683536.00,19312913.00,7846915.90,2682523.00,0.00,2.14
601113.SH,华鼎股份,7.89,0.25,化工-化工合成材料-其他纤维,污水处理;氨纶;智能纤维;跨境电商;锦纶,27.83,5.,6572764500.00,-1285659.00,570475.60,715183.40,0.00,13180647.90,12610172.30,21462188.30,20747004.90,1767027.00,3052686.00,0.00,0.00,0.00
000859.SZ,国风塑业,3.08,0.33,化工-化工合成材料-其他塑料制品,塑料钞票;食品包装;蓝宝石;工业用地;聚丙烯;纳米;膜材料;安徽国资改革;地方国资改革,22.89,9.,2277082438.40,-1564210.00,1100921.70,463288.30,0.00,4673647.00,3572725.30,6054487.30,5591199.00,982651.00,2546861.00,0.00,0.00,0.00
000973.SZ,佛塑科技,3.66,0.00,化工-化工合成材料-其他塑料制品,新能源;低碳;三旧改造;特斯拉;跨境电商;体感3D;OLED;分离膜;线型;新材料概念;物流骨干网;融资融券;锂电隔膜;转融券标的;地方国资改革;OLED材料;锂电池;证金持股;广东国资改革,63.80,19.,3540683882.88,-1959541.10,-61047.10,2020588.20,0.00,8666202.20,8727249.30,15397817.70,13377229.50,2268541.00,4228082.10,0.00,0.00,0.00
002108.SZ,沧州明珠,4.88,-1.22,化工-化工合成材料-其他塑料制品,雄安新区;线型;地下管网;高性能膜;特斯拉;分离膜;抗旱;融资融券;深股通;转融券标的;锂电隔膜;锂电池,16.74,12.,6919470091.12,-8475008.90,14445322.00,-5970313.00,-7792573.60,59265120.60,44819798.70,52531729.00,58502042.00,39598673.80,48073682.70,10156975.10,17949548.70,-5.15
002263.SZ,*ST东南,1.66,0.00,化工-化工合成材料-其他塑料制品,食品包装;小额贷款;塑料钞票;可降解塑料;锂矿;新能源汽车;网络游戏;膜材料;锂电池;锂电隔膜;ST板块;储能;新材料概念;手机游戏;一元股,462.14,15.,3118077766.00,-777684.60,1325598.40,-547913.80,-421396.00,3974747.00,2649148.60,9005749.60,9553663.40,4310621.00,5088305.60,870477.00,1291873.00,-2.44
002382.SZ,蓝帆医疗,16.38,1.30,化工-化工合成材料-其他塑料制品,股权转让;深股通;心脏支架;机构重仓;医疗器械概念,45.45,5.,7966011313.26,252980.00,-2816652.00,2563672.00,-739350.00,17390873.40,20207525.40,8998189.00,6434517.00,2511190.00,2258210.00,0.00,739350.00,-2.56
002395.SZ,双象股份,11.94,-0.25,化工-化工合成材料-其他塑料制品,体育用品;丙烯酸及酯;足球概念;合成革;体育产业,95.92,5.,2134943640.00,138251.80,-472801.00,334549.20,0.00,7744267.60,8217068.60,4220586.90,3886037.70,1090737.00,952485.20,0.00,0.00,0.00
002450.SZ,康得新,9.13,-1.51,化工-化工合成材料-其他塑料制品,3D打印;三星;OLED;全息手机;分离膜;智能终端;特斯拉;虚拟现实;高性能膜;人工智能;深股通;人机交互;裸眼3D;新能源汽车;碳纤维;新材料概念;白马股;OLED材料;石墨烯;并购重组,11.01,20.,26408680264.78,-106071656.00,98941590.00,7130065.00,-83916909.00,262196309.00,163254718.00,225712656.00,218582591.00,254998674.00,361070330.00,102016973.00,185933882.00,-11.30
002825.SZ,纳尔股份,16.28,-0.85,化工-化工合成材料-其他塑料制品,创投,34.44,1.,666233179.92,-3037275.50,3121427.00,-84151.10,589336.00,19060433.90,15939007.30,9641269.60,9725420.70,3123861.40,6161136.90,589336.00,0.00,1.85
300230.SZ,永利股份,5.24,2.75,化工-化工合成材料-其他塑料制品,小米概念;特斯拉;白马股,9.08,3.,2829775786.28,11888788.90,-12360931.00,472142.30,9244712.60,14974721.10,27335652.30,23926601.30,23454459.00,27516347.40,15627558.50,12553810.80,3309098.20,13.92
300305.SZ,裕兴股份,7.18,-0.55,化工-化工合成材料-其他塑料制品,气凝胶;新能源;碳海绵;高性能膜;OLED材料;OLED,28.27,6.,1648502108.92,-74793.00,814411.00,-739618.00,0.00,4317375.00,3502964.00,1840933.00,2580551.00,411387.00,486180.00,0.00,0.00,0.00
300325.SZ,德威新材,3.78,-3.82,化工-化工合成材料-其他塑料制品,供应链金融;能源互联网;大飞机;新能源汽车;锦纶;新材料概念;氢燃料电池,113.47,7.,3004227825.48,-11931670.00,18060380.00,-6128710.00,-14172729.00,118251179.00,100190799.00,134288440.00,140417150.00,88458893.00,100390563.00,41803383.00,55976112.00,-4.16
300478.SZ,杭州高新,17.64,0.11,化工-化工合成材料-其他塑料制品,充电桩;核电;股权转让,63.34,3.,2234511720.00,-1753624.56,1132093.70,621530.90,-1218539.72,6138977.50,5006883.84,4297183.70,3675652.80,1881792.04,3635416.60,527246.88,1745786.60,-9.89
300539.SZ,横河模具,8.14,0.49,化工-化工合成材料-其他塑料制品,--,102.49,0.,495433904.24,478690.30,-879107.30,400417.00,0.00,3459362.00,4338469.30,2326705.00,1926288.00,700098.30,221408.00,0.00,0.00,0.00
300586.SZ,美联新材,11.25,0.45,化工-化工合成材料-其他塑料制品,锂电池;锂电隔膜;新材料概念,47.45,3.,688640625.00,-2353977.00,4404000.00,-2050022.80,-1877375.50,26855599.60,22451599.80,15098302.00,17148324.80,6174673.00,8528650.00,1229080.00,3106455.50,-3.90
300717.SZ,华信新材,15.08,0.33,化工-化工合成材料-其他塑料制品,金融IC;新材料概念;PVC,32.68,3.,640839680.00,-43040.12,2022411.00,-1979370.90,0.00,9466445.82,7444034.80,4597067.10,6576438.00,500334.00,543374.12,0.00,0.00,0.00
601208.SH,东材科技,3.91,2.36,化工-化工合成材料-其他塑料制品,高性能膜;分离膜;丙烯;参股民营银行;新能源;聚碳酸酯;太阳能;三星;苹果概念;特高压;聚丙烯;膜材料;国产替代;OLED材料;OLED,66.16,15.,2450009910.00,1419279.00,208479.90,-1627758.90,0.00,6202700.40,5994220.50,7375494.00,9003252.90,2925495.00,1506216.00,0.00,0.00,0.00
603266.SH,天龙股份,14.67,2.66,化工-化工合成材料-其他塑料制品,--,27.93,0.,513450000.00,-111322.00,-4960890.10,5072211.90,0.00,8757036.90,13717926.80,16592962.90,11520751.00,758908.00,870230.00,0.00,0.00,0.00
603580.SH,艾艾精工,16.55,0.12,化工-化工合成材料-其他塑料制品,--,36.99,0.,499197650.00,-215563.00,1470915.90,-1255352.90,0.00,10444307.90,8973392.00,4598279.00,5853631.90,457875.00,673438.00,0.00,0.00,0.00
603615.SH,茶花股份,9.04,1.01,化工-化工合成材料-其他塑料制品,电子商务;二胎概念,28.25,2.,676755960.40,91902.00,963453.00,-1055355.00,0.00,6733187.10,5769734.10,2560910.00,3616265.00,437886.00,345984.00,0.00,0.00,0.00
603991.SH,至正股份,18.72,1.08,化工-化工合成材料-其他塑料制品,新材料概念;电缆;核电;高送转预期,47.11,4.,768997344.96,0.00,-814485.00,814485.00,0.00,4461033.00,5275518.00,2842267.00,2027782.00,0.00,0.00,0.00,0.00,0.00
000589.SZ,黔轮胎A,3.61,1.69,化工-化工合成材料-轮胎,橡胶;国改双百行动;贵州国资改革;地方国资改革,33.02,4.,2799220194.16,1233873.42,-664231.20,-569642.20,0.00,4070033.00,4734264.22,7547225.80,8116868.00,3063365.00,1829491.58,0.00,0.00,0.00
000599.SZ,青岛双星,3.97,0.25,化工-化工合成材料-轮胎,橡胶;青岛自贸区;中韩自贸区;雄安新区;雄安交通;工业4.0;国改双百行动;山东国资改革;地方国资改革,46.17,9.,2677949057.14,42403.00,470536.00,-512939.00,0.00,3230619.00,2760083.00,4043607.00,4556546.00,1011671.00,969268.00,0.00,0.00,0.00
600182.SH,S佳通,16.81,0.90,化工-化工合成材料-轮胎,S股;绿色轮胎;振兴东北;国际板,57.58,4.,2857700000.00,1818868.00,-1780569.80,-38298.20,2522160.00,6270205.50,8050775.30,6730393.20,6768691.40,4314374.00,2495506.00,2522160.00,0.00,14.57
600469.SH,风神股份,3.85,0.79,化工-化工合成材料-轮胎,绿色轮胎;央企国资改革,868.45,2.,2165290904.70,-1008813.00,1021673.50,-12860.50,0.00,4060022.00,3038348.50,3021622.50,3034483.00,0.00,1008813.00,0.00,0.00,0.00
601058.SH,赛轮轮胎,2.36,0.86,化工-化工合成材料-轮胎,青岛自贸区;东盟自贸区;绿色轮胎;沪股通,9.25,4.,5413691825.04,1654057.40,-4470229.60,2816172.20,332509.40,5879079.50,10349309.10,13549364.00,10733191.80,14748061.00,13094003.60,8631905.00,8299395.60,0.97
601163.SH,三角轮胎,12.05,1.18,化工-化工合成材料-轮胎,--,21.92,0.,3379335137.50,1729195.00,-3049624.70,1320429.70,0.00,8281611.70,11331236.40,10411487.00,9091057.30,2486244.00,757049.00,0.00,0.00,0.00
601500.SH,通用股份,7.21,0.00,化工-化工合成材料-轮胎,一带一路,33.59,1.,1261166602.85,412714.00,365514.00,-778228.00,0.00,5273649.00,4908135.00,2083955.00,2862183.00,717403.00,304689.00,0.00,0.00,0.00
601966.SH,玲珑轮胎,14.01,1.16,化工-化工合成材料-轮胎,汽车制造概念;沪股通;MSCI概念;体育产业,14.26,4.,5525586324.21,1050651.05,2288823.00,-3339473.80,0.00,18115276.50,15826453.75,9390866.90,12730340.70,2578749.00,1528097.95,0.00,0.00,0.00
300180.SZ,华峰超纤,12.29,-0.08,化工-化工合成材料-合成革,合成革;参股民营银行;氨纶;深股通;工业互联网;移动支付,37.75,6.,8405072782.27,-2320529.20,1069542.20,1250987.00,-975683.40,11438816.50,10369274.30,14378157.40,13127170.40,11944302.00,14264831.20,2275377.00,3251060.40,-2.58
300218.SZ,安利股份,6.92,1.92,化工-化工合成材料-合成革,合成革;世界杯;足球概念,343.67,3.,1496632646.48,597969.00,-1271550.00,673581.00,0.00,5777535.00,7049085.00,4484587.00,3811006.00,1861404.00,1263435.00,0.00,0.00,0.00
300321.SZ,同大股份,13.89,1.17,化工-化工合成材料-合成革,合成革,51.33,1.,1149290185.86,-371982.00,1935083.00,-1563101.00,193760.00,7379703.00,5444620.00,2975852.00,4538953.00,1213632.00,1585614.00,851160.00,657400.00,1.67
